,epoch,batch_no,agg_loss,global_batch
0,0,1,14.940648078918457,0
1,0,10,4.936077117919922,1
2,0,20,2.4511475563049316,2
3,0,30,2.11926007270813,3
4,0,40,1.8789207935333252,4
5,0,50,1.5857927799224854,5
6,0,60,1.5688791275024414,6
7,0,70,1.4868264198303223,7
8,0,80,2.0402393341064453,8
9,0,90,2.476706027984619,9
10,0,100,1.2924211025238037,10
11,0,110,1.308765172958374,11
12,0,120,1.4603533744812012,12
13,0,130,1.2391562461853027,13
14,0,140,1.1995607614517212,14
15,0,150,1.7718017101287842,15
16,0,160,1.128773808479309,16
17,0,170,1.4715359210968018,17
18,0,180,0.8825485706329346,18
19,0,190,1.935713768005371,19
20,0,200,0.6700543761253357,20
21,0,210,1.7345809936523438,21
22,0,220,0.8867256045341492,22
23,0,230,1.1049480438232422,23
24,0,240,0.9003462791442871,24
25,0,250,1.4590421915054321,25
26,0,260,0.807968020439148,26
27,0,270,1.1273341178894043,27
28,0,280,0.7211674451828003,28
29,0,290,1.503821849822998,29
30,0,300,0.6105566620826721,30
31,0,310,1.0997393131256104,31
32,0,320,0.9824052453041077,32
33,0,330,0.7701647281646729,33
34,0,340,0.820669949054718,34
35,0,350,0.7571496963500977,35
36,0,360,0.39486730098724365,36
37,0,370,0.7796605825424194,37
38,0,380,0.49943429231643677,38
39,0,390,0.7745169997215271,39
40,0,400,1.0039280652999878,40
41,0,410,0.9922152757644653,41
42,0,420,1.6791410446166992,42
43,0,430,1.2081594467163086,43
44,0,440,0.9126514196395874,44
45,0,450,0.6290491819381714,45
46,0,460,0.899341881275177,46
47,0,470,1.3332128524780273,47
48,0,480,1.2425261735916138,48
49,0,490,0.9394762516021729,49
50,0,500,0.38982969522476196,50
51,0,510,0.48555710911750793,51
52,0,520,0.907235860824585,52
53,0,530,0.729392409324646,53
54,0,540,1.4042603969573975,54
55,0,550,0.6425638794898987,55
56,0,560,0.7330347299575806,56
57,0,563,1.1374115943908691,57
58,1,1,0.8898575305938721,58
59,1,10,0.5578503608703613,59
60,1,20,0.7726007699966431,60
61,1,30,0.5101587772369385,61
62,1,40,0.22568142414093018,62
63,1,50,0.5657528042793274,63
64,1,60,0.41999953985214233,64
65,1,70,0.5964243412017822,65
66,1,80,0.5258334875106812,66
67,1,90,0.35603249073028564,67
68,1,100,1.1440739631652832,68
69,1,110,0.5145569443702698,69
70,1,120,0.217318594455719,70
71,1,130,1.074448823928833,71
72,1,140,1.275894284248352,72
73,1,150,0.35731884837150574,73
74,1,160,0.5832740068435669,74
75,1,170,0.2751697897911072,75
76,1,180,0.5915268659591675,76
77,1,190,1.348661184310913,77
78,1,200,0.9427567720413208,78
79,1,210,0.2893275320529938,79
80,1,220,0.49045494198799133,80
81,1,230,0.2694704532623291,81
82,1,240,0.6086797714233398,82
83,1,250,0.9312019348144531,83
84,1,260,0.5194250345230103,84
85,1,270,0.5011926293373108,85
86,1,280,0.7016430497169495,86
87,1,290,0.6864578723907471,87
88,1,300,0.6337372064590454,88
89,1,310,1.2910847663879395,89
90,1,320,0.8386082649230957,90
91,1,330,1.8869659900665283,91
92,1,340,1.4665364027023315,92
93,1,350,1.1761109828948975,93
94,1,360,0.3784080147743225,94
95,1,370,0.28296327590942383,95
96,1,380,1.0846359729766846,96
97,1,390,0.5092281699180603,97
98,1,400,0.39018213748931885,98
99,1,410,0.7756482362747192,99
100,1,420,0.3211280107498169,100
101,1,430,0.6457420587539673,101
102,1,440,0.43516311049461365,102
103,1,450,0.2551993429660797,103
104,1,460,0.9760061502456665,104
105,1,470,1.1080242395401,105
