,epoch,batch_no,agg_loss,global_batch
0,0,1,0.24574922025203705,0
1,0,10,0.27108287811279297,1
2,0,20,0.4697502553462982,2
3,0,30,0.12247388064861298,3
4,0,40,0.5032973885536194,4
5,0,50,0.28158318996429443,5
6,0,60,0.20646677911281586,6
7,0,70,0.7658929824829102,7
8,0,80,0.11687162518501282,8
9,0,90,0.8947663307189941,9
10,0,100,0.18259936571121216,10
11,0,110,0.30896109342575073,11
12,0,120,0.30462193489074707,12
13,0,130,0.34283533692359924,13
14,0,140,0.3920256495475769,14
15,0,150,0.5341283679008484,15
16,0,160,1.0369315147399902,16
17,0,170,0.24852165579795837,17
18,0,180,0.31106889247894287,18
19,0,190,0.13159072399139404,19
20,0,200,0.42558398842811584,20
21,0,210,0.41503065824508667,21
22,0,220,0.20835554599761963,22
23,0,230,0.21053721010684967,23
24,0,240,0.27002593874931335,24
25,0,250,0.1386771947145462,25
26,0,260,0.22267377376556396,26
27,0,270,0.4802635908126831,27
28,0,280,0.3442304730415344,28
29,0,290,0.46294015645980835,29
30,0,300,0.29804739356040955,30
31,0,310,0.15095409750938416,31
32,0,320,0.3796955943107605,32
33,0,330,0.1503547579050064,33
34,0,340,0.22809121012687683,34
35,0,350,0.19805602729320526,35
36,0,360,0.3110625445842743,36
37,0,370,0.3305512070655823,37
38,0,380,0.1268225461244583,38
39,0,390,0.14658057689666748,39
40,0,400,0.2033715695142746,40
41,0,410,0.29889389872550964,41
42,0,420,0.7012677192687988,42
43,0,430,0.30620211362838745,43
44,0,440,0.229987233877182,44
45,0,450,0.07501792907714844,45
46,0,460,0.3553868234157562,46
47,0,470,0.2112082988023758,47
48,0,480,0.33021634817123413,48
49,0,490,0.24170246720314026,49
50,0,500,0.21651813387870789,50
51,0,510,0.0984710305929184,51
52,0,520,0.18484975397586823,52
53,0,530,0.7439672350883484,53
54,0,540,0.16642332077026367,54
55,0,550,0.253780722618103,55
56,0,560,0.37089186906814575,56
57,0,563,0.14835870265960693,57
58,1,1,0.17183950543403625,58
59,1,10,0.2310841977596283,59
60,1,20,0.26264166831970215,60
61,1,30,0.2976684272289276,61
62,1,40,0.3659057021141052,62
63,1,50,0.23055052757263184,63
64,1,60,0.23617792129516602,64
65,1,70,0.40694278478622437,65
66,1,80,1.083174467086792,66
