,epoch,batch_no,agg_loss,global_batch
0,0,1,9.978151321411133,0
1,0,10,5.767233848571777,1
2,0,20,2.3512144088745117,2
3,0,30,1.3537417650222778,3
4,0,40,1.939544439315796,4
5,0,50,2.482658624649048,5
6,0,60,2.4566993713378906,6
7,0,70,1.5352468490600586,7
8,0,80,1.2086243629455566,8
9,0,90,1.2320947647094727,9
10,0,100,1.325192928314209,10
11,0,110,1.2750754356384277,11
12,0,120,1.5810407400131226,12
13,0,130,1.7004032135009766,13
14,0,140,1.152223825454712,14
15,0,150,1.6995925903320312,15
16,0,160,1.236485481262207,16
17,0,170,1.5797009468078613,17
18,0,180,1.602933645248413,18
19,0,190,1.9875543117523193,19
20,0,200,1.6289193630218506,20
21,0,210,1.1606851816177368,21
22,0,220,1.1307783126831055,22
23,0,230,1.1267547607421875,23
24,0,240,1.0342817306518555,24
25,0,250,0.6936702728271484,25
26,0,260,1.6779162883758545,26
27,0,270,1.396183729171753,27
28,0,280,0.739319920539856,28
29,0,290,0.6470136046409607,29
30,0,300,0.47360801696777344,30
31,0,310,0.8546638488769531,31
32,0,320,1.224556803703308,32
33,0,330,0.4104886054992676,33
34,0,340,0.664965808391571,34
35,0,350,0.6090446710586548,35
36,0,360,0.8687719106674194,36
37,0,370,0.7330235838890076,37
38,0,380,0.6521230340003967,38
39,0,390,0.9135521650314331,39
40,0,400,0.5372498631477356,40
41,0,410,0.9888735413551331,41
42,0,420,0.743643581867218,42
43,0,430,0.7812569737434387,43
44,0,440,1.325340986251831,44
45,0,450,1.820077896118164,45
46,0,460,1.0709222555160522,46
47,0,470,1.0695616006851196,47
48,0,480,1.0217821598052979,48
49,0,490,0.680780827999115,49
50,0,500,0.4302646815776825,50
51,0,510,0.9268561601638794,51
52,0,520,0.31612223386764526,52
53,0,530,0.3851989507675171,53
54,0,540,0.2205672413110733,54
55,0,550,0.5937755703926086,55
56,0,560,1.0460295677185059,56
57,0,563,0.6970744132995605,57
58,1,1,0.26278090476989746,58
59,1,10,0.8590785264968872,59
60,1,20,0.3398967981338501,60
61,1,30,0.4171334505081177,61
62,1,40,0.5970535278320312,62
63,1,50,0.47816282510757446,63
64,1,60,0.4741765856742859,64
65,1,70,0.36633795499801636,65
66,1,80,0.23315759003162384,66
67,1,90,0.3337104916572571,67
68,1,100,0.37984901666641235,68
69,1,110,0.9011497497558594,69
70,1,120,1.9198122024536133,70
71,1,130,0.7445372343063354,71
72,1,140,0.4154784679412842,72
73,1,150,1.0711919069290161,73
74,1,160,0.4540063142776489,74
75,1,170,1.2008610963821411,75
76,1,180,1.0048682689666748,76
77,1,190,0.4418434500694275,77
78,1,200,0.3941459059715271,78
79,1,210,0.7030671834945679,79
80,1,220,0.24353131651878357,80
81,1,230,1.2561980485916138,81
82,1,240,0.6845453977584839,82
83,1,250,0.7469943165779114,83
84,1,260,0.4750535488128662,84
85,1,270,0.7918848395347595,85
86,1,280,0.4564286172389984,86
87,1,290,0.2778252065181732,87
88,1,300,0.7528419494628906,88
89,1,310,0.22299057245254517,89
90,1,320,0.5519357919692993,90
91,1,330,1.0575261116027832,91
92,1,340,0.4448857605457306,92
93,1,350,1.1482924222946167,93
94,1,360,1.0761133432388306,94
95,1,370,0.14160260558128357,95
96,1,380,0.3890649080276489,96
97,1,390,1.0170373916625977,97
98,1,400,0.48273369669914246,98
99,1,410,0.18872962892055511,99
100,1,420,0.818056583404541,100
101,1,430,0.675142765045166,101
102,1,440,0.28278598189353943,102
103,1,450,0.5481877326965332,103
104,1,460,0.9751966595649719,104
105,1,470,0.12317171692848206,105
106,1,480,0.19636690616607666,106
107,1,490,1.2079041004180908,107
108,1,500,0.906493067741394,108
109,1,510,1.0718413591384888,109
110,1,520,0.9748184680938721,110
111,1,530,0.5178778171539307,111
112,1,540,0.44252368807792664,112
113,1,550,0.3421405255794525,113
114,1,560,1.0214487314224243,114
115,1,563,0.16439363360404968,115
116,2,1,0.5071566700935364,116
117,2,10,0.14048708975315094,117
118,2,20,0.2840990424156189,118
119,2,30,0.3450379967689514,119
120,2,40,1.5021581649780273,120
121,2,50,0.9943186640739441,121
122,2,60,0.40167155861854553,122
123,2,70,0.9067550897598267,123
124,2,80,0.4603409767150879,124
125,2,90,0.3291575014591217,125
126,2,100,0.46661022305488586,126
127,2,110,0.7604551315307617,127
128,2,120,0.7050200700759888,128
129,2,130,0.2691648304462433,129
130,2,140,0.5316517353057861,130
131,2,150,0.7486969828605652,131
132,2,160,0.6112987995147705,132
133,2,170,0.20046643912792206,133
134,2,180,0.38430318236351013,134
135,2,190,0.1835523396730423,135
136,2,200,0.4346400499343872,136
137,2,210,0.7949838638305664,137
138,2,220,0.2034529149532318,138
139,2,230,0.38336682319641113,139
140,2,240,0.3772868812084198,140
141,2,250,0.17246310412883759,141
142,2,260,0.4011770486831665,142
143,2,270,0.22638119757175446,143
144,2,280,0.40940141677856445,144
145,2,290,0.8456888198852539,145
146,2,300,0.31844186782836914,146
147,2,310,0.4574328362941742,147
148,2,320,0.5106992721557617,148
